# Messreihe Lazy Skills 2026-09-18 (Bericht docs/messung-lazy-skills-2026-09-18.md). CSV, UTF-8, Komma, Textfelder mit Komma in doppelten Anführungszeichen. Spalten: cli=claude|codex; zustand=vorher (main f22c0dc)|nachher (HEAD 71871af)|differenz (nachher − vorher); messung=context (Claude /context)|baseline (Claude-Persona mit Auftrag OK)|prompt-input (Codex-Startprompt)|dynamisch (Claude-Arbeitsauftrag)|dynamisch-implizit|dynamisch-explizit (Codex-Arbeitsauftrag ohne/mit $-Command); persona=bertram|christian|bruce (Plugin it-grundschutz)|nixie, sonst Plugin (bibliothekarin, tools), builtin oder gesamt; metrik=Name laut Abschnitt Metriken im Bericht; wert=Zahl mit Punkt als Dezimaltrenner ohne Tausendertrenner oder n/a; einheit=tokens|zeichen|bytes|requests|anzahl|dateien|usd|s|bool; anmerkung=Quelle, Zusammensetzung, Einschränkung. Dynamische Werte sind Einzelläufe (n=1) ohne Streuung.
cli,zustand,messung,persona,metrik,wert,einheit,anmerkung
codex,differenz,dynamisch-implizit,christian,total_reasoning,1772,tokens,nachher − vorher; +100.4 %
codex,differenz,dynamisch-implizit,christian,total_n,8,requests,nachher − vorher
codex,differenz,dynamisch-implizit,christian,total_peak,19054,tokens,nachher − vorher; +38.3 %
codex,differenz,dynamisch-implizit,christian,subagents,1,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,christian,skill_injiziert,0,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,christian,files_read,2,dateien,nachher − vorher
codex,differenz,dynamisch-implizit,christian,shell_reads_main,-3,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,christian,shell_reads_sub,5,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,christian,duration_s,72.7,s,nachher − vorher; +92.1 %
codex,vorher,dynamisch-explizit,christian,main_first,21336,tokens,"Hauptthread 01a0b63e-1d8a-7252-b820-325492aa8d38; gpt-5.6-sol, Effort high"
codex,vorher,dynamisch-explizit,christian,main_peak,22962,tokens,
codex,vorher,dynamisch-explizit,christian,main_sum,65896,tokens,
codex,vorher,dynamisch-explizit,christian,main_cached,53632,tokens,
codex,vorher,dynamisch-explizit,christian,main_output,1394,tokens,inkl. reasoning
codex,vorher,dynamisch-explizit,christian,main_reasoning,192,tokens,
codex,vorher,dynamisch-explizit,christian,main_n,3,requests,
codex,vorher,dynamisch-explizit,christian,sub_first,27195,tokens,"Subagent 01a0b63e-3959-7312-a7b6-2203809b3490 task_name=christian, fork_turns=all; enthält Elternkontext"
codex,vorher,dynamisch-explizit,christian,sub_peak,63299,tokens,
codex,vorher,dynamisch-explizit,christian,sub_sum,267970,tokens,
codex,vorher,dynamisch-explizit,christian,sub_cached,221696,tokens,
codex,vorher,dynamisch-explizit,christian,sub_output,4953,tokens,inkl. reasoning
codex,vorher,dynamisch-explizit,christian,sub_reasoning,2862,tokens,
codex,vorher,dynamisch-explizit,christian,sub_n,6,requests,
codex,vorher,dynamisch-explizit,christian,total_sum,333866,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,vorher,dynamisch-explizit,christian,total_cached,275328,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,vorher,dynamisch-explizit,christian,total_uncached,58538,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,vorher,dynamisch-explizit,christian,total_output,6347,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,vorher,dynamisch-explizit,christian,total_reasoning,3054,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,vorher,dynamisch-explizit,christian,total_n,9,requests,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,vorher,dynamisch-explizit,christian,total_peak,63299,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,vorher,dynamisch-explizit,christian,subagents,1,anzahl,
codex,vorher,dynamisch-explizit,christian,skill_injiziert,1,anzahl,christian:source-command-christian
codex,vorher,dynamisch-explizit,christian,skill_injiziert_zeichen,2050,zeichen,
codex,vorher,dynamisch-explizit,christian,files_read,4,dateien,"verschiedene Dateien; Sub: vpn-tunnel, wan-link, router-appliance, vpn-reference (SKILL.md), router-appliance und vpn-reference zweimal; agents/christian.md nicht gelesen"
codex,vorher,dynamisch-explizit,christian,shell_reads_main,0,anzahl,source-command-SKILL.md von Codex injiziert
codex,vorher,dynamisch-explizit,christian,shell_reads_sub,3,anzahl,
codex,vorher,dynamisch-explizit,christian,duration_s,134.6,s,Wanduhr Watchdog-Lauf; 4 Läufe parallel
codex,vorher,dynamisch-explizit,christian,cost_usd,n/a,usd,Codex meldet keine USD
codex,nachher,dynamisch-explizit,christian,main_first,17957,tokens,"Hauptthread 01a0b63e-1d88-7173-b393-f8a3cdccdd8e; gpt-5.6-sol, Effort high"
codex,nachher,dynamisch-explizit,christian,main_peak,19566,tokens,
codex,nachher,dynamisch-explizit,christian,main_sum,55765,tokens,
codex,nachher,dynamisch-explizit,christian,main_cached,46976,tokens,
codex,nachher,dynamisch-explizit,christian,main_output,1625,tokens,inkl. reasoning
codex,nachher,dynamisch-explizit,christian,main_reasoning,290,tokens,
codex,nachher,dynamisch-explizit,christian,main_n,3,requests,
codex,nachher,dynamisch-explizit,christian,sub_first,20025,tokens,"Subagent 01a0b63e-3afb-7c73-bf2c-71acd0d1d3e0 task_name=christian, fork_turns=all; enthält Elternkontext"
codex,nachher,dynamisch-explizit,christian,sub_peak,70381,tokens,
codex,nachher,dynamisch-explizit,christian,sub_sum,309221,tokens,
codex,nachher,dynamisch-explizit,christian,sub_cached,251904,tokens,
codex,nachher,dynamisch-explizit,christian,sub_output,4774,tokens,inkl. reasoning
codex,nachher,dynamisch-explizit,christian,sub_reasoning,2607,tokens,
codex,nachher,dynamisch-explizit,christian,sub_n,7,requests,
codex,nachher,dynamisch-explizit,christian,total_sum,364986,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,nachher,dynamisch-explizit,christian,total_cached,298880,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,nachher,dynamisch-explizit,christian,total_uncached,66106,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,nachher,dynamisch-explizit,christian,total_output,6399,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,nachher,dynamisch-explizit,christian,total_reasoning,2897,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,nachher,dynamisch-explizit,christian,total_n,10,requests,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,nachher,dynamisch-explizit,christian,total_peak,70381,tokens,"Haupt + Subagent; peak = max(main_peak, sub_peak), bei Berichtserstellung bestimmt"
codex,nachher,dynamisch-explizit,christian,subagents,1,anzahl,
codex,nachher,dynamisch-explizit,christian,skill_injiziert,1,anzahl,christian:source-command-christian
codex,nachher,dynamisch-explizit,christian,skill_injiziert_zeichen,3617,zeichen,
codex,nachher,dynamisch-explizit,christian,files_read,5,dateien,"verschiedene Dateien; Sub: agents/christian.md, vpn-reference, vpn-tunnel, router-appliance, wan-link (SKILL.md)"
codex,nachher,dynamisch-explizit,christian,shell_reads_main,0,anzahl,source-command-SKILL.md von Codex injiziert
codex,nachher,dynamisch-explizit,christian,shell_reads_sub,5,anzahl,
codex,nachher,dynamisch-explizit,christian,duration_s,138.2,s,Wanduhr Watchdog-Lauf; 4 Läufe parallel
codex,nachher,dynamisch-explizit,christian,cost_usd,n/a,usd,Codex meldet keine USD
codex,differenz,dynamisch-explizit,christian,main_first,-3379,tokens,nachher − vorher; -15.8 %
codex,differenz,dynamisch-explizit,christian,main_peak,-3396,tokens,nachher − vorher; -14.8 %
codex,differenz,dynamisch-explizit,christian,main_sum,-10131,tokens,nachher − vorher; -15.4 %
codex,differenz,dynamisch-explizit,christian,main_cached,-6656,tokens,nachher − vorher; -12.4 %
codex,differenz,dynamisch-explizit,christian,main_output,231,tokens,nachher − vorher; +16.6 %
codex,differenz,dynamisch-explizit,christian,main_reasoning,98,tokens,nachher − vorher; +51.0 %
codex,differenz,dynamisch-explizit,christian,main_n,0,requests,nachher − vorher
codex,differenz,dynamisch-explizit,christian,sub_first,-7170,tokens,nachher − vorher; -26.4 %
codex,differenz,dynamisch-explizit,christian,sub_peak,7082,tokens,nachher − vorher; +11.2 %
codex,differenz,dynamisch-explizit,christian,sub_sum,41251,tokens,nachher − vorher; +15.4 %
codex,differenz,dynamisch-explizit,christian,sub_cached,30208,tokens,nachher − vorher; +13.6 %
codex,differenz,dynamisch-explizit,christian,sub_output,-179,tokens,nachher − vorher; -3.6 %
codex,differenz,dynamisch-explizit,christian,sub_reasoning,-255,tokens,nachher − vorher; -8.9 %
codex,differenz,dynamisch-explizit,christian,sub_n,1,requests,nachher − vorher
codex,differenz,dynamisch-explizit,christian,total_sum,31120,tokens,nachher − vorher; +9.3 %
codex,differenz,dynamisch-explizit,christian,total_cached,23552,tokens,nachher − vorher; +8.6 %
codex,differenz,dynamisch-explizit,christian,total_uncached,7568,tokens,nachher − vorher; +12.9 %
codex,differenz,dynamisch-explizit,christian,total_output,52,tokens,nachher − vorher; +0.8 %
codex,differenz,dynamisch-explizit,christian,total_reasoning,-157,tokens,nachher − vorher; -5.1 %
codex,differenz,dynamisch-explizit,christian,total_n,1,requests,nachher − vorher
codex,differenz,dynamisch-explizit,christian,total_peak,7082,tokens,nachher − vorher; +11.2 %
codex,differenz,dynamisch-explizit,christian,subagents,0,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,christian,skill_injiziert,0,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,christian,skill_injiziert_zeichen,1567,zeichen,nachher − vorher; +76.4 %
codex,differenz,dynamisch-explizit,christian,files_read,1,dateien,nachher − vorher
codex,differenz,dynamisch-explizit,christian,shell_reads_main,0,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,christian,shell_reads_sub,2,anzahl,nachher − vorher
codex,differenz,dynamisch-explizit,christian,duration_s,3.6,s,nachher − vorher; +2.7 %
codex,vorher,dynamisch-implizit,bruce,main_first,20711,tokens,"Hauptthread 01a0b63e-8179-7e40-95fb-ed60e37d3d1c; gpt-5.6-sol, Effort high"
codex,vorher,dynamisch-implizit,bruce,main_peak,29652,tokens,
codex,vorher,dynamisch-implizit,bruce,main_sum,197682,tokens,
codex,vorher,dynamisch-implizit,bruce,main_cached,177792,tokens,
codex,vorher,dynamisch-implizit,bruce,main_output,1602,tokens,inkl. reasoning
codex,vorher,dynamisch-implizit,bruce,main_reasoning,411,tokens,
codex,vorher,dynamisch-implizit,bruce,main_n,8,requests,
codex,vorher,dynamisch-implizit,bruce,sub_first,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,bruce,sub_peak,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,bruce,sub_sum,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,bruce,sub_cached,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,bruce,sub_output,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,bruce,sub_reasoning,n/a,tokens,kein Subagent gestartet
codex,vorher,dynamisch-implizit,bruce,sub_n,n/a,requests,kein Subagent gestartet
codex,vorher,dynamisch-implizit,bruce,guardian_sum,11784,tokens,"Guardian 01a0b63e-81b1-7702-8617-b2fd2498e02a; codex-auto-review, Effort low"
codex,vorher,dynamisch-implizit,bruce,guardian_cached,4864,tokens,"Guardian 01a0b63e-81b1-7702-8617-b2fd2498e02a; codex-auto-review, Effort low"
codex,vorher,dynamisch-implizit,bruce,guardian_output,205,tokens,"Guardian 01a0b63e-81b1-7702-8617-b2fd2498e02a; codex-auto-review, Effort low; inkl. reasoning"
codex,vorher,dynamisch-implizit,bruce,guardian_reasoning,126,tokens,"Guardian 01a0b63e-81b1-7702-8617-b2fd2498e02a; codex-auto-review, Effort low"
codex,vorher,dynamisch-implizit,bruce,guardian_n,1,requests,"Guardian 01a0b63e-81b1-7702-8617-b2fd2498e02a; codex-auto-review, Effort low"
codex,vorher,dynamisch-implizit,bruce,total_sum,209466,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-implizit,bruce,total_cached,182656,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-implizit,bruce,total_uncached,26810,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-implizit,bruce,total_output,1807,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-implizit,bruce,total_reasoning,537,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-implizit,bruce,total_n,9,requests,Haupt + Subagent + Guardian
codex,vorher,dynamisch-implizit,bruce,total_peak,29652,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-implizit,bruce,subagents,0,anzahl,
codex,vorher,dynamisch-implizit,bruce,skill_injiziert,0,anzahl,
codex,vorher,dynamisch-implizit,bruce,files_read,1,dateien,"skills/gs-lookup/SKILL.md; zusätzlich flake.nix, build.md, scripts/gs.py Z. 1-260, rg --files"
codex,vorher,dynamisch-implizit,bruce,shell_calls,7,anzahl,alle im Hauptthread
codex,vorher,dynamisch-implizit,bruce,eskalationen,1,anzahl,"nix run, per auto_review genehmigt"
codex,vorher,dynamisch-implizit,bruce,duration_s,50.8,s,Wanduhr inkl. CLI-Start; parallel zu Läufen anderer Agenten
codex,vorher,dynamisch-implizit,bruce,cost_usd,n/a,usd,Codex meldet keine USD
codex,nachher,dynamisch-implizit,bruce,main_first,16898,tokens,"Hauptthread 01a0b63e-816f-7103-902c-3068f88a5040; gpt-5.6-sol, Effort high"
codex,nachher,dynamisch-implizit,bruce,main_peak,18778,tokens,
codex,nachher,dynamisch-implizit,bruce,main_sum,90315,tokens,
codex,nachher,dynamisch-implizit,bruce,main_cached,81920,tokens,
codex,nachher,dynamisch-implizit,bruce,main_output,920,tokens,inkl. reasoning
codex,nachher,dynamisch-implizit,bruce,main_reasoning,275,tokens,
codex,nachher,dynamisch-implizit,bruce,main_n,5,requests,
codex,nachher,dynamisch-implizit,bruce,sub_first,18909,tokens,"Subagent 01a0b63e-bcb4-7672-9ed9-ed22f32e9762 (Persona-Lader), fork_turns=all; enthält Elternkontext"
codex,nachher,dynamisch-implizit,bruce,sub_peak,26175,tokens,
codex,nachher,dynamisch-implizit,bruce,sub_sum,118238,tokens,
codex,nachher,dynamisch-implizit,bruce,sub_cached,105472,tokens,
codex,nachher,dynamisch-implizit,bruce,sub_output,1520,tokens,inkl. reasoning
codex,nachher,dynamisch-implizit,bruce,sub_reasoning,441,tokens,
codex,nachher,dynamisch-implizit,bruce,sub_n,5,requests,
codex,nachher,dynamisch-implizit,bruce,guardian_sum,22458,tokens,"Guardian 01a0b63e-bcd1-7283-b836-398ba1d6286e; codex-auto-review, Effort low"
codex,nachher,dynamisch-implizit,bruce,guardian_cached,14848,tokens,"Guardian 01a0b63e-bcd1-7283-b836-398ba1d6286e; codex-auto-review, Effort low"
codex,nachher,dynamisch-implizit,bruce,guardian_output,310,tokens,"Guardian 01a0b63e-bcd1-7283-b836-398ba1d6286e; codex-auto-review, Effort low; inkl. reasoning"
codex,nachher,dynamisch-implizit,bruce,guardian_reasoning,172,tokens,"Guardian 01a0b63e-bcd1-7283-b836-398ba1d6286e; codex-auto-review, Effort low"
codex,nachher,dynamisch-implizit,bruce,guardian_n,2,requests,"Guardian 01a0b63e-bcd1-7283-b836-398ba1d6286e; codex-auto-review, Effort low"
codex,nachher,dynamisch-implizit,bruce,total_sum,231011,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-implizit,bruce,total_cached,202240,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-implizit,bruce,total_uncached,28771,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-implizit,bruce,total_output,2750,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-implizit,bruce,total_reasoning,888,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-implizit,bruce,total_n,12,requests,Haupt + Subagent + Guardian
codex,nachher,dynamisch-implizit,bruce,total_peak,26175,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-implizit,bruce,subagents,1,anzahl,Hauptthread wählt source-command-bruce implizit
codex,nachher,dynamisch-implizit,bruce,skill_injiziert,0,anzahl,
codex,nachher,dynamisch-implizit,bruce,files_read,4,dateien,"Lesevorgänge; Haupt: source-command-bruce/SKILL.md; Sub: source-command-bruce/SKILL.md erneut, agents/bruce.md, skills/gs-lookup/SKILL.md"
codex,nachher,dynamisch-implizit,bruce,shell_calls,7,anzahl,"Haupt 2, Sub 5"
codex,nachher,dynamisch-implizit,bruce,eskalationen,2,anzahl,"nix run, per auto_review genehmigt"
codex,nachher,dynamisch-implizit,bruce,duration_s,69.3,s,Wanduhr inkl. CLI-Start; parallel zu Läufen anderer Agenten
codex,nachher,dynamisch-implizit,bruce,cost_usd,n/a,usd,Codex meldet keine USD
codex,differenz,dynamisch-implizit,bruce,main_first,-3813,tokens,nachher − vorher; -18.4 %
codex,differenz,dynamisch-implizit,bruce,main_peak,-10874,tokens,nachher − vorher; -36.7 %
codex,differenz,dynamisch-implizit,bruce,main_sum,-107367,tokens,nachher − vorher; -54.3 %
codex,differenz,dynamisch-implizit,bruce,main_cached,-95872,tokens,nachher − vorher; -53.9 %
codex,differenz,dynamisch-implizit,bruce,main_output,-682,tokens,nachher − vorher; -42.6 %
codex,differenz,dynamisch-implizit,bruce,main_reasoning,-136,tokens,nachher − vorher; -33.1 %
codex,differenz,dynamisch-implizit,bruce,main_n,-3,requests,nachher − vorher
codex,differenz,dynamisch-implizit,bruce,sub_first,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,bruce,sub_peak,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,bruce,sub_sum,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,bruce,sub_cached,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,bruce,sub_output,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,bruce,sub_reasoning,n/a,tokens,vorher kein Subagent
codex,differenz,dynamisch-implizit,bruce,sub_n,n/a,requests,vorher kein Subagent
codex,differenz,dynamisch-implizit,bruce,guardian_sum,10674,tokens,nachher − vorher; +90.6 %
codex,differenz,dynamisch-implizit,bruce,guardian_cached,9984,tokens,nachher − vorher; +205.3 %
codex,differenz,dynamisch-implizit,bruce,guardian_output,105,tokens,nachher − vorher; +51.2 %
codex,differenz,dynamisch-implizit,bruce,guardian_reasoning,46,tokens,nachher − vorher; +36.5 %
codex,differenz,dynamisch-implizit,bruce,guardian_n,1,requests,nachher − vorher
codex,differenz,dynamisch-implizit,bruce,total_sum,21545,tokens,nachher − vorher; +10.3 %
codex,differenz,dynamisch-implizit,bruce,total_cached,19584,tokens,nachher − vorher; +10.7 %
codex,differenz,dynamisch-implizit,bruce,total_uncached,1961,tokens,nachher − vorher; +7.3 %
codex,differenz,dynamisch-implizit,bruce,total_output,943,tokens,nachher − vorher; +52.2 %
codex,differenz,dynamisch-implizit,bruce,total_reasoning,351,tokens,nachher − vorher; +65.4 %
codex,differenz,dynamisch-implizit,bruce,total_n,3,requests,nachher − vorher
codex,differenz,dynamisch-implizit,bruce,total_peak,-3477,tokens,nachher − vorher; -11.7 %
codex,differenz,dynamisch-implizit,bruce,subagents,1,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,bruce,skill_injiziert,0,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,bruce,files_read,3,dateien,nachher − vorher
codex,differenz,dynamisch-implizit,bruce,shell_calls,0,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,bruce,eskalationen,1,anzahl,nachher − vorher
codex,differenz,dynamisch-implizit,bruce,duration_s,18.5,s,nachher − vorher; +36.4 %
codex,vorher,dynamisch-explizit,bruce,main_first,21221,tokens,"Hauptthread 01a0b63e-816e-7571-abb8-9ea19239791b; gpt-5.6-sol, Effort high"
codex,vorher,dynamisch-explizit,bruce,main_peak,22280,tokens,
codex,vorher,dynamisch-explizit,bruce,main_sum,64943,tokens,
codex,vorher,dynamisch-explizit,bruce,main_cached,53376,tokens,
codex,vorher,dynamisch-explizit,bruce,main_output,787,tokens,inkl. reasoning
codex,vorher,dynamisch-explizit,bruce,main_reasoning,98,tokens,
codex,vorher,dynamisch-explizit,bruce,main_n,3,requests,
codex,vorher,dynamisch-explizit,bruce,sub_first,27041,tokens,"Subagent 01a0b63e-9ab1-7e51-b695-40e1958715e9 (generisch), fork_turns=all; enthält Elternkontext"
codex,vorher,dynamisch-explizit,bruce,sub_peak,40203,tokens,
codex,vorher,dynamisch-explizit,bruce,sub_sum,407517,tokens,
codex,vorher,dynamisch-explizit,bruce,sub_cached,360192,tokens,
codex,vorher,dynamisch-explizit,bruce,sub_output,3160,tokens,inkl. reasoning
codex,vorher,dynamisch-explizit,bruce,sub_reasoning,1056,tokens,
codex,vorher,dynamisch-explizit,bruce,sub_n,12,requests,
codex,vorher,dynamisch-explizit,bruce,guardian_sum,39184,tokens,"Guardian 01a0b63e-9acc-7f32-9ed6-6673d4631636; codex-auto-review, Effort low"
codex,vorher,dynamisch-explizit,bruce,guardian_cached,27904,tokens,"Guardian 01a0b63e-9acc-7f32-9ed6-6673d4631636; codex-auto-review, Effort low"
codex,vorher,dynamisch-explizit,bruce,guardian_output,307,tokens,"Guardian 01a0b63e-9acc-7f32-9ed6-6673d4631636; codex-auto-review, Effort low; inkl. reasoning"
codex,vorher,dynamisch-explizit,bruce,guardian_reasoning,115,tokens,"Guardian 01a0b63e-9acc-7f32-9ed6-6673d4631636; codex-auto-review, Effort low"
codex,vorher,dynamisch-explizit,bruce,guardian_n,3,requests,"Guardian 01a0b63e-9acc-7f32-9ed6-6673d4631636; codex-auto-review, Effort low"
codex,vorher,dynamisch-explizit,bruce,total_sum,511644,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-explizit,bruce,total_cached,441472,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-explizit,bruce,total_uncached,70172,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-explizit,bruce,total_output,4254,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-explizit,bruce,total_reasoning,1269,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-explizit,bruce,total_n,18,requests,Haupt + Subagent + Guardian
codex,vorher,dynamisch-explizit,bruce,total_peak,40203,tokens,Haupt + Subagent + Guardian
codex,vorher,dynamisch-explizit,bruce,subagents,1,anzahl,generischer Subagent
codex,vorher,dynamisch-explizit,bruce,skill_injiziert,1,anzahl,it-grundschutz:source-command-bruce
codex,vorher,dynamisch-explizit,bruce,skill_injiziert_zeichen,n/a,zeichen,nicht gemessen
codex,vorher,dynamisch-explizit,bruce,files_read,2,dateien,"Sub: skills/gs-lookup/SKILL.md, agents/bruce.md (dazu README.md und Korpus-JSON direkt)"
codex,vorher,dynamisch-explizit,bruce,shell_calls,11,anzahl,alle im Subagent
codex,vorher,dynamisch-explizit,bruce,eskalationen,3,anzahl,"nix run, per auto_review genehmigt"
codex,vorher,dynamisch-explizit,bruce,duration_s,103.0,s,Wanduhr inkl. CLI-Start; parallel zu Läufen anderer Agenten
codex,vorher,dynamisch-explizit,bruce,cost_usd,n/a,usd,Codex meldet keine USD
codex,nachher,dynamisch-explizit,bruce,main_first,17906,tokens,"Hauptthread 01a0b63e-816f-7bc1-9ddb-80891e4a274c; gpt-5.6-sol, Effort high"
codex,nachher,dynamisch-explizit,bruce,main_peak,19151,tokens,
codex,nachher,dynamisch-explizit,bruce,main_sum,73720,tokens,
codex,nachher,dynamisch-explizit,bruce,main_cached,65024,tokens,
codex,nachher,dynamisch-explizit,bruce,main_output,678,tokens,inkl. reasoning
codex,nachher,dynamisch-explizit,bruce,main_reasoning,136,tokens,
codex,nachher,dynamisch-explizit,bruce,main_n,4,requests,
codex,nachher,dynamisch-explizit,bruce,sub_first,19918,tokens,"Subagent 01a0b63e-994c-7a20-8059-5d68eb1d06a8 (Persona-Lader), fork_turns=all; enthält Elternkontext"
codex,nachher,dynamisch-explizit,bruce,sub_peak,26803,tokens,
codex,nachher,dynamisch-explizit,bruce,sub_sum,170360,tokens,
codex,nachher,dynamisch-explizit,bruce,sub_cached,156672,tokens,
codex,nachher,dynamisch-explizit,bruce,sub_output,2178,tokens,inkl. reasoning
codex,nachher,dynamisch-explizit,bruce,sub_reasoning,574,tokens,
codex,nachher,dynamisch-explizit,bruce,sub_n,7,requests,
codex,nachher,dynamisch-explizit,bruce,guardian_sum,22619,tokens,"Guardian 01a0b63e-996d-7311-805f-1a8ae1c8cd8e; codex-auto-review, Effort low"
codex,nachher,dynamisch-explizit,bruce,guardian_cached,14848,tokens,"Guardian 01a0b63e-996d-7311-805f-1a8ae1c8cd8e; codex-auto-review, Effort low"
codex,nachher,dynamisch-explizit,bruce,guardian_output,236,tokens,"Guardian 01a0b63e-996d-7311-805f-1a8ae1c8cd8e; codex-auto-review, Effort low; inkl. reasoning"
codex,nachher,dynamisch-explizit,bruce,guardian_reasoning,113,tokens,"Guardian 01a0b63e-996d-7311-805f-1a8ae1c8cd8e; codex-auto-review, Effort low"
codex,nachher,dynamisch-explizit,bruce,guardian_n,2,requests,"Guardian 01a0b63e-996d-7311-805f-1a8ae1c8cd8e; codex-auto-review, Effort low"
codex,nachher,dynamisch-explizit,bruce,total_sum,266699,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-explizit,bruce,total_cached,236544,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-explizit,bruce,total_uncached,30155,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-explizit,bruce,total_output,3092,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-explizit,bruce,total_reasoning,823,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-explizit,bruce,total_n,13,requests,Haupt + Subagent + Guardian
codex,nachher,dynamisch-explizit,bruce,total_peak,26803,tokens,Haupt + Subagent + Guardian
codex,nachher,dynamisch-explizit,bruce,subagents,1,anzahl,Persona-Lader
codex,nachher,dynamisch-explizit,bruce,skill_injiziert,1,anzahl,it-grundschutz:source-command-bruce
codex,nachher,dynamisch-explizit,bruce,skill_injiziert_zeichen,n/a,zeichen,nicht gemessen
codex,nachher,dynamisch-explizit,bruce,files_read,2,dateien,"Sub: agents/bruce.md, skills/gs-lookup/SKILL.md"
codex,nachher,dynamisch-explizit,bruce,shell_calls,5,anzahl,alle im Subagent
codex,nachher,dynamisch-explizit,bruce,eskalationen,2,anzahl,"nix run, per auto_review genehmigt"
codex,nachher,dynamisch-explizit,bruce,duration_s,73.0,s,Wanduhr inkl. CLI-Start; parallel zu Läufen anderer Agenten
codex,nachher,dynamisch-explizit,bruce,cost_usd,n/a,usd,Codex meldet keine USD
codex,differenz,dynamisch-explizit,bruce,main_first,-3315,tokens,nachher − vorher; -15.6 %
codex,differenz,dynamisch-explizit,bruce,main_peak,-3129,tokens,nachher − vorher; -14.0 %
codex,differenz,dynamisch-explizit,bruce,main_sum,8777,tokens,nachher − vorher; +13.5 %
codex,differenz,dynamisch-explizit,bruce,main_cached,11648,tokens,nachher − vorher; +21.8 %
codex,differenz,dynamisch-explizit,bruce,main_output,-109,tokens,nachher − vorher; -13.9 %
